Date,KOSPI,KOSPI 200,KOSDAQ,CESI Global,US Bond Spread,Citi Macro Risk Index,USDKRW,VIX,VKOSPI,DB Risk Index,12M Fwd EPS 1M Chg,12M Fwd BPS 1M Chg,12M Fwd EPS 3M Chg,12M Fwd BPS 3M Chg,12M Fwd PE 1M Chg,12M Fwd PB 1M Chg,Pct MEMB Above MA 200d,KOSPI Target Price,Institional,Foreigner,Retail
2015-12-20,-0.730704673,-0.735294118,-2.584797711,6.9,202.6,0.727,2.494130693,20.7,14.16,-0.640007688,-0.164789893,0.285718367,1.411672804,2.359254021,-0.520447457,-1.012551419,31.39,-0.130461606,27281.89,-39838.4,-7872.14
2015-12-27,-1.889610102,-1.5015859,-5.427752409,3.3,203.758,0.625,1.466608846,15.74,13.37,-1.026361267,-0.230845334,0.550100105,1.209924728,2.09925604,-1.514064937,-2.346738344,33.42,-0.204821361,33072,-36739.49,-13098.31
2016-01-03,-0.662986224,-0.730951889,-0.49870948,0.4,210.159,0.635,1.385178076,18.21,14.18,-0.596563767,0.423169927,0.458831073,1.793771935,2.21636904,-0.990171968,-1.16179919,36.78,0.209130184,28040.64,-24842.21,-16516.22
2016-01-10,-1.590869436,-2.775119617,4.450021424,0.1,191.549,0.848,1.550591327,27.01,17.82,1.182738834,0.242464319,1.166477808,2.03039991,2.566528453,-1.900071683,-2.736774055,33.56,0.400202074,21449.24,-19235.3,-10803.81
2016-01-17,-4.882753174,-5.851851852,1.645067046,-7.8,180.078,0.893,2.54078269,27.02,20.7,1.921373864,-0.89133425,1.157186475,0.256024935,2.806705981,-3.892975359,-5.89238146,32.02,-0.71060677,9191.37,-18776.69,4742.89
2016-01-24,-5.587119785,-6.741939429,2.196396204,-16.3,175.177,0.835,2.58908805,22.34,20.23,1.048855526,-1.399294844,0.918296718,0.039125817,2.211605407,-4.357165612,-6.500105865,27.21,-1.385086292,7589.52,-30449.64,19031.66
2016-01-31,-2.51107678,-3.444546135,0.06594856,-20.1,160.549,0.817,2.266854292,20.2,17.93,0.596428058,-4.509385432,-0.095507823,-2.660939418,1.595826522,2.043873032,-2.394047234,32.61,-3.526610414,31373.2,-29668.38,11518.36
2016-02-07,0.008865156,-0.162615543,-0.183134083,-21.4,154.067,0.872,-0.025045081,23.38,18.15,1.953227854,-3.567698312,-0.536040361,-3.013213911,0.879705206,3.74943061,0.587127506,34.6,-3.747061552,40063.95,-22609.81,-1206.13
2016-02-14,-2.320011496,-1.660984352,-10.31499197,-20.3,146.328,0.925,-0.13353556,25.4,23.47,2.596609302,-3.131072004,-1.146765305,-3.708404613,0.410527821,0.65916614,-1.29076087,19.62,-3.510697741,42159.11,-17543.69,-10277.6
2016-02-21,1.958572546,2.832291621,-3.933229004,-19.7,144.983,0.862,2.846192301,20.53,17.12,1.672860533,-1.922002458,-0.851219753,-3.575940676,0.50572151,3.902815052,2.864583333,28.84,-2.717601895,35847.84,-2597.05,-21937.57
2016-02-28,0.423626874,1.344248169,-4.906268307,-21.2,144.694,0.83,3.245686456,19.81,16.82,0.744263844,0.779414293,0.062470717,-3.347257338,0.787014968,-0.402957452,0.397746105,31.39,-1.144232685,16523,933.04,-17852
2016-03-06,1.973104459,2.760394342,-1.096417196,-19.8,160.447,0.743,0.485161247,16.86,14.11,0.015040751,0.176718732,-0.0260238,-3.423829413,0.358610207,1.715038371,1.740088106,37.74,-0.686531566,3959.77,11909.79,-20103.99
2016-03-13,7.4173968,7.551782381,13.26649684,-23.5,166.162,0.598,-1.524506001,16.5,13.52,-0.124238961,1.140466502,0.560327839,-2.749765802,0.82700896,6.270968968,6.607019959,41.47,-0.086247967,-11124.16,25410.27,-19940.9
2016-03-20,3.959838016,3.978407787,7.828596252,-16.7,157.813,0.551,-5.826501183,14.02,12.94,-0.771730484,0.706391706,0.202786898,-2.734525447,0.422608109,3.296421473,3.522289488,42.99,-0.060773299,-25100.42,36121.5,-11400.06
2016-03-27,3.314827931,3.64339767,5.221007239,-15.4,161.519,0.633,-5.5635879,14.74,12.28,-0.239645281,0.830253057,0.252091699,-2.319303658,0.488304399,2.502585883,2.883239793,43.87,0.226641713,-31247.67,36289.37,-11627.97
2016-04-03,0.917351442,1.092850588,2.500593613,-6.2,154.163,0.586,-4.098558192,13.1,13.56,-0.609382038,1.62180618,0.534336694,-2.271110381,0.434040501,-0.369597669,0.443819008,46.52,0.813001443,-25932.48,21766.37,-3066.78
2016-04-10,0.032464074,-0.082654875,1.150659489,-4.6,148.782,0.725,-3.293184809,15.36,13.07,-0.224613391,2.005893019,0.573732947,-1.038975317,0.236253083,-1.862931859,-0.473423714,51.09,1.014082886,-27393.15,16674.47,2782.48
2016-04-17,1.133967833,1.594244369,0.086328451,0.8,152.798,0.592,-1.398781873,13.62,12.11,-0.585000468,2.104310442,0.583014559,0.205407206,-0.147394313,-0.841476174,0.712387028,52.73,1.041170187,-18159.43,11636.61,-4899.19
2016-04-24,1.596927125,1.85815661,2.905444965,-2.2,165.383,0.467,-2.219523252,13.22,12.33,-0.789939138,3.28802662,0.723707799,2.324282043,0.294544583,-1.436850894,0.898491817,56.69,1.527090361,-13322.09,15325.72,-9323.63
2016-05-01,1.042780342,1.17181053,1.314627402,-0.8,161.967,0.574,-1.267731341,15.7,12.42,-0.721334249,4.19979841,0.861504856,6.642214454,1.396125869,-3.039055519,0.247871538,54.47,1.522741179,-18399.77,21674.58,-8180.7
2016-05-08,0.236302325,0.63696902,-0.420312724,-4.7,157.875,0.645,1.381545875,14.72,12.82,-0.602429763,3.110765471,0.633374964,5.814616349,1.414748397,-3.092135241,-0.216216216,48.56,1.609824978,-15208.96,20214.37,-7254.2
2016-05-15,-2.368579101,-3.190761679,1.257870677,-6.6,143.048,0.597,2.206459718,15.04,11.93,-0.519171898,3.767313019,1.467657014,7.341394922,2.493458885,-6.193384542,-4.054054054,52.65,1.868946054,-19857.41,11553.12,6367.93
2016-05-22,-3.364938551,-3.857925258,-2.578763957,-2.6,152.809,0.585,4.103322195,15.2,12.1,-0.765727,2.877579993,1.155514337,7.331662299,2.324468514,-6.308665241,-4.579667126,46.96,5.000262746,-20713.77,3495.56,13148.06
2016-05-29,-1.252664042,-1.366231648,-1.176100719,-0.2,153.562,0.44,3.50096542,13.12,11.55,-1.621250281,1.424118659,0.826141546,7.324424225,2.169975075,-2.896000894,-2.171576005,47.84,0.715999084,-12895.9,1883.24,5730.31
2016-06-05,0.461878576,0.44387818,1.045853321,3.4,141.635,0.508,1.187463667,13.47,11.81,-0.889247629,1.912509428,0.709170224,7.648096512,2.16053765,-1.23757488,-0.509209101,50.95,0.333203843,-4021.75,4508.33,-4336.71
2016-06-12,2.57449199,3.474646717,0.346408848,0.9,139.182,0.66,-0.52668869,17.03,11.87,1.336106613,1.532301121,0.132967634,7.757252947,2.05788328,1.242099845,2.508802817,55.14,0.25667638,980.58,15190.2,-19801.8
2016-06-19,0.294197682,1.210521907,-0.884774864,-2.4,135.52,0.706,-1.435137338,19.41,17.73,2.093379729,0.355607452,0.070844813,6.957800656,2.189732702,-0.754286377,0.277746917,44.94,-3.196833964,-1855.68,13370.78,-14711.2
2016-06-26,-2.230889156,-1.091585694,-6.417560806,-2.8,130.625,0.746,-0.014415453,25.76,22.53,1.124951466,0.233137286,-0.122211472,6.688850037,1.788511257,-2.89896753,-1.901098901,36.44,0.213831209,841.88,9280.06,-14456.01
2016-07-03,0.074527656,0.871557756,-2.447856522,-1.9,118.713,0.502,-3.253605495,14.77,12.91,-0.116599326,1.247555109,0.32892451,7.251651921,1.951802805,-1.095019091,-0.04355875,47.03,0.318126844,2015.91,5426.97,-12238.8
2016-07-10,-2.702675912,-2.22124036,-2.010441278,1.1,107.889,0.447,-0.300351841,13.2,14.74,-0.140316819,1.404006941,0.415029913,7.121430952,1.89683829,-4.151366213,-2.866036926,46.49,0.275529259,-7056.39,-4569.18,5660.94
2016-07-17,3.269171701,3.886106858,3.15528975,5.3,124.743,0.393,-3.357913132,12.67,13.35,-0.416883692,1.507298498,0.136036795,6.332409972,1.735614893,2.305391264,3.323731442,53.24,-0.320934727,-11215.57,17759.95,-12086.21
2016-07-24,4.420228127,4.527402701,9.329995673,10.4,124.665,0.394,-3.790114662,12.02,12.85,-0.477615807,1.702172649,0.224328521,5.050780823,1.283852776,3.392273593,4.34636496,52.22,-0.306129355,-25253.29,27930.18,-5768.38
2016-07-31,1.452710183,2.012007139,3.21222927,12.8,119.439,0.427,-2.170989433,11.87,12.6,-1.227527058,1.95791782,0.194860665,4.94411006,1.277952289,-0.560310385,1.40538185,55.2,0.418181963,-32790.98,37260.79,-7513.35
2016-08-07,2.793540828,3.668405702,0.503898354,15.2,132.474,0.397,-4.400929592,11.39,12.56,-1.011909818,1.846090023,0.105978086,5.80756384,1.362819885,0.98234722,2.6853796,53.64,0.090134805,-32306.88,43280.18,-13454.82
2016-08-14,1.646292496,2.051629352,0.699720112,14.6,123.375,0.392,-2.693047298,11.55,11.2,-1.076521293,2.652008545,0.698205275,5.189535505,0.96413117,-0.800990523,0.954321252,55.93,0.676651532,-22588.19,30628.8,-11081.02
2016-08-21,2.283195877,3.459446489,-1.602736241,9.5,127.372,0.389,-1.491497933,11.34,11.73,-0.97652346,2.500129944,0.717261919,4.665357465,0.845044336,-0.421102889,1.40633387,52.7,0.609746358,-20046.81,26830.13,-11172.28
2016-08-28,1.056944038,1.888818196,-3.65456502,8.6,130.49,0.411,-0.576662144,13.65,12.01,-0.490782784,1.280213027,0.530907382,4.795210088,0.981395155,-0.241071169,0.376020627,51.01,0.138681417,-14061.64,9252.88,-6213.66
2016-09-04,1.009445276,1.640513552,-2.755390826,0.8,127.767,0.401,0.592435197,11.98,11.75,-0.749045743,0.987780041,0.5652318,4.847491674,1.217947233,-0.016537448,0.441239776,48.92,0.406629852,-6265.37,5965.45,-8472.01
2016-09-11,-0.614493263,0.445016981,-5.699254091,-4.8,133.408,0.49,-0.433312484,17.5,11.56,-0.343620356,0.49741143,0.211542609,4.11736867,1.043358365,-1.159821034,-0.860329262,46.25,0.655855942,-11656.7,7110.99,-2642.18
2016-09-18,-2.766214061,-2.675016429,-5.178109739,-5.6,140.851,0.529,0.390153108,15.37,15.71,-0.261328759,0.5831643,0.368244639,4.902686693,1.144745,-3.279505964,-3.080669066,44.56,0.806083529,-10709.45,2872.61,714.77
2016-09-25,0.813251534,0.835187137,1.199241656,-8.7,144.596,0.415,-1.020847923,12.29,11.88,-0.818762633,0.814035797,0.343817474,5.402547973,1.452573521,-0.066964286,0.460237611,51.87,0.875648427,-18658.51,13217.71,-2088.34
2016-10-02,0.261000535,0.385964912,0.635239544,-2.6,131.541,0.461,-1.442828373,13.29,14.11,-0.658849584,0.524352123,0.233426704,4.098574636,1.121603214,-0.228643705,0.042858674,50.54,0.749119903,-18273.72,10060.9,-1027.18
2016-10-09,0.781698538,1.068749757,1.640626175,0.5,139.765,0.443,1.574179451,13.48,14.24,-0.171239252,1.085858586,0.369990475,3.790707322,0.998037102,-0.413809182,0.642811228,50.47,0.768119308,-19642.93,5637.91,4274.21
2016-10-16,1.165372919,1.31866386,0.722563054,-1.6,150.346,0.494,0.931480475,16.12,14.11,-0.030229126,0.499117721,0.249780413,3.860782577,1.259634401,0.593868972,0.851993446,50.54,0.791763455,-5538.42,-1713.99,-1562.43
2016-10-23,-1.025768353,-0.429616442,-5.347158687,-7.7,140.491,0.401,2.940829637,13.34,13.18,-1.343187235,-0.21064246,0.154873018,3.420136182,1.382266844,-0.84781152,-0.969529086,47.26,0.318506315,-1024.67,3718.42,-4979.65
2016-10-30,-1.184656714,-0.372830013,-6.02457392,3.7,156.091,0.487,3.959568807,16.19,13.23,0.09961354,0.010031096,-0.698192645,2.109791069,0.220289695,-1.111707055,-0.524793831,41.2,0.419227194,3279,3890.07,-8140.81
2016-11-06,-3.494984906,-2.880104591,-9.62864329,6.9,140.482,0.583,2.497221326,22.51,18.41,2.444858462,-0.344741444,-0.065695828,1.558044807,0.824833376,-2.982832618,-3.54481584,30.76,-0.563004985,17892.69,-3138.23,-15796.78
2016-11-13,-1.890085333,-1.21525736,-6.471455213,7.3,167.807,0.421,2.856083086,14.17,15.04,2.049099081,0.627069329,0.529346804,1.811998782,1.089834483,-2.553640243,-2.447741796,35.24,-0.930074492,21519.79,-4984.65,-17980.53
2016-11-20,-2.873585834,-2.740418254,-4.834527517,11.7,192.02,0.416,4.244688632,12.85,13.71,1.237070556,1.000150776,0.936467969,1.906693712,1.602920244,-3.814962095,-3.819257665,36.44,-0.791782664,25225.58,-17894.59,-9855.44
2016-11-27,-2.226381832,-1.664522668,-6.615430276,15.2,185.983,0.363,2.845212408,12.34,12.51,1.25351624,0.421263791,1.219046743,1.243806249,0.906302862,-2.773038805,-3.359173127,30.94,-1.737469832,26393.13,-12733.6,-10713.31
2016-12-04,-0.575675321,0.122738251,-3.94387872,21.9,191.802,0.431,2.540445999,14.12,13.49,0.906630095,-0.506367191,-0.225977868,0.055460321,0.03158126,-0.189016911,-0.441452378,29.48,-1.124527027,9906.04,787.65,-4987.13
2016-12-11,2.028794163,3.539823009,-4.428435897,22.6,192.94,0.239,0.1090447,11.75,11.84,0.180412562,-1.211426292,-0.869731001,0.080808081,-0.000915818,3.319443321,3.053180859,31.17,-0.748363694,7862.34,12061.41,-13172.2
2016-12-18,3.426551469,4.935853883,0.293425338,23.2,209.423,0.31,0.065088757,12.2,10.92,0.410375942,-0.27866242,-0.933654494,1.033526594,0.285005856,3.885828335,4.362416107,35.9,0.205338809,4696.51,20778.45,-18186.08
2016-12-25,3.11173688,3.706493301,3.668328259,25.7,202.463,0.278,2.170219995,11.44,11.09,-0.054471919,0.594286856,-0.048610733,1.023120518,0.511674867,2.509305934,3.23083779,35.07,1.320281543,865.44,16219.36,-15183.89
2017-01-01,2.834147802,2.81951914,7.620200092,27,194.002,0.377,2.838258496,14.04,11.51,0.16560018,2.076089695,1.120551994,1.599959876,0.916920098,0.928742672,1.995344197,40.51,1.106320412,4456.37,9815.7,-14885.53
2017-01-08,1.206604468,0.87769729,8.299823336,34.9,190.161,0.237,2.321751735,11.32,11,-0.409132759,3.396245458,1.08113306,2.368223832,0.707598817,-2.016563228,0.237017884,44.79,1.316134466,-14904.12,14141.37,-640.51
2017-01-15,1.691769821,2.037629494,2.025462963,42.5,186.665,0.246,-0.742542893,11.23,10.96,-0.388962888,3.188622754,0.760896836,3.7373332,0.796301874,-1.5467707,0.857449089,43.22,0.530977628,-18144.37,17382.39,-347.45
2017-01-22,1.459305467,1.87683957,0.382412263,41.4,196.436,0.271,-2.802510704,11.54,12.72,-0.470610115,3.197140446,0.107268339,4.473036136,0.463900597,-1.656326991,1.392186488,41.12,0.734304823,-18234.97,15810.68,1034.24
2017-01-29,2.819201958,4.026768201,-2.31692639,37.6,197.168,0.231,-2.882661735,10.58,11.59,-0.879200412,4.748975663,-0.320811576,6.414242728,1.300439151,-1.740588447,2.956200413,38.05,1.645252703,-20826.24,19413.56,-1169.45
2017-02-05,1.173186539,2.146656535,-5.355145414,40.4,196.232,0.202,-3.797150042,10.97,11.93,-1.448551072,3.909414808,0.087431991,6.738193121,0.861911545,-2.767398645,1.107050731,35.43,1.044562511,-12283.27,9199.51,-910.36
2017-02-12,-0.082338609,0.279944758,-3.797189135,39.7,186.925,0.222,-2.043439037,10.85,10.39,-0.68238385,2.90149427,0.272995206,6.082057929,0.539269535,-3.039595384,-0.244420829,41.23,0.466748566,-1212.56,-2858.28,-1702.64
2017-02-19,0.724725384,0.870478763,-0.54973317,42.4,189.694,0.248,-1.952717382,11.49,10.02,-0.782435598,3.15581854,0.90490136,6.702826433,0.432481777,-2.326119546,-0.138371474,43.3,0.027257824,2995.14,1882.56,-12223.52
2017-02-26,0.505377737,-0.03697131,-0.333976427,46.4,180.415,0.265,-3.413971838,11.47,10.19,-0.530191788,1.013242848,0.662299755,7.04155014,0.743244471,-0.796327144,-0.10556318,44.25,-0.660441196,6062.56,1736.45,-14209.19
2017-03-05,0.26963669,0.342198252,-1.391966645,46.4,177.218,0.078,0.744968197,10.96,10.97,-1.530259864,0.920620009,0.377937502,8.269085412,1.472411726,-0.623689943,-0.180716488,39.81,-0.647266772,1153.66,10118.21,-17877.16
2017-03-12,1.073211635,1.351150153,0.27514822,45.4,182.8,0.085,0.558659218,11.66,10.67,-0.382666856,1.635415198,0.277218425,9.139079532,1.70252127,-0.430237812,0.788324278,42.61,-0.115268837,-16384.56,25599.34,-16563.54
2017-03-19,4.037335743,4.843029311,-0.879262971,45,176.922,0.095,-1.268417793,11.28,11.25,-2.170386994,1.15189106,-0.12464115,8.233532934,1.252651507,2.952173958,4.135578768,44.32,-0.230071201,-33677.67,37696.63,-12030.28
2017-03-26,3.573338682,4.412308603,-1.068727125,46.4,164.545,0.155,-0.746182886,12.96,12.36,-0.579333704,2.258094616,0.535733612,8.811994241,1.332218227,1.324896588,2.969460002,44.67,0.349542831,-31222.57,32525.3,-11583.26
2017-04-02,3.919663259,4.029358342,3.08790971,38.8,163.069,0.166,-3.269189189,12.37,11.06,-0.972811897,3.560457973,0.918515045,9.843510885,1.269671768,0.37635576,2.971246006,48.99,2.190750339,-29157.43,28792.57,-9988.86
2017-04-09,2.592795671,2.467956958,3.439715154,31.5,156.445,0.152,-1.982892691,12.87,12.63,0.211959733,4.004253942,1.016208915,9.780858021,1.637198009,-1.296290567,1.511468132,48.38,2.46983372,-19340.76,14688.37,-4256.16
2017-04-16,-1.37209066,-1.614276591,0.812053615,31.4,142.979,0.304,0.718343833,15.96,16.4,0.961502751,4.117104657,1.08622686,9.207408482,1.579569274,-5.467897986,-2.436028659,44.03,3.05518054,-6275.75,-2335.95,1462.02
2017-04-23,-0.18027156,-0.800538415,4.403301654,30.9,147.099,0.285,1.037723244,14.63,12.89,0.96650303,4.489460717,1.177446847,10.17462837,2.415491839,-4.461308381,-1.272577997,51.55,2.998778146,2210.15,-4010.98,-2559.24
2017-04-30,2.092832708,2.341077537,1.446841493,31.5,148.283,0.083,1.716661451,10.82,12.27,-1.448088665,6.476113433,1.839523163,11.65464914,3.464476856,-4.18310483,0.248215948,50.75,3.48570555,-2197.84,7590.14,-7562.81
2017-05-07,4.159908539,4.824199849,0.282637529,25.9,145.97,0.041,0.495394244,10.57,13.77,-0.942207739,5.619526075,1.729386647,11.58759981,3.304576891,-1.414660649,2.332361516,53.81,3.010691321,-3263.2,15595.24,-13836.71
2017-05-14,7.079554823,7.551116079,4.122994306,21.6,145.195,0.072,-1.09220107,10.4,12.32,-1.301557852,5.16760395,1.814397518,11.6123878,3.14105632,1.878664719,5.014687369,56.56,2.527677233,-1646.4,21935.67,-22211.44
2017-05-21,5.701511288,6.438136047,1.179601865,17.2,132.516,0.172,-0.65150313,12.04,12.88,-0.697954564,3.750764125,0.74834305,10.81005456,2.256589782,1.860450358,4.72972973,56.45,2.702458424,-11058.64,24279.1,-13994.39
2017-05-28,6.795015961,6.876501515,2.828536865,11.5,131.675,0.067,-1.479365358,9.81,13.51,-1.069930294,0.400979233,0.225074038,10.9778856,3.015079909,6.44915072,6.489219024,64.52,1.139016103,-334.82,17056.92,-19595.85
2017-06-04,5.82177723,5.2518207,3.726913448,5.5,118.351,0.095,-1.595516065,9.75,12.68,-0.828800538,0.622974281,0.44427503,11.2584939,3.372848569,5.238559529,5.392755393,69.51,1.838274674,2581.85,12644.76,-18965.09
2017-06-11,4.185002756,3.73176865,4.725583707,1.9,119.948,0.082,-0.380504679,10.7,11.43,-0.679567654,1.28,0.798448628,11.22208351,3.677172445,2.967056941,3.456543457,69.78,2.270746551,-11340.45,16403.76,-9998.95
2017-06-18,3.205184227,2.922034353,4.397229356,-8,114.522,0.12,0.64512694,10.38,11.46,-1.111595889,1.536130634,1.541453798,11.23098202,3.96240781,1.697713538,1.717121588,68.83,1.901639825,-15371.69,10792.8,-3922.62
2017-06-25,0.989258269,1.07505864,3.547932695,-11.4,118.194,0.184,1.608643672,10.02,11.31,-0.702519216,1.778282255,0.907029478,10.4571585,3.39553243,-0.712994476,0.07750436,66.44,1.820744658,-25051.04,13076.21,9853.33
2017-07-02,0.846221308,1.276678686,1.55742433,-7.3,128.733,0.163,1.98416943,11.18,12,-0.437812823,1.81133654,0.724969575,9.379353737,3.174596082,-0.960715401,0.125506855,63.38,1.755404033,-29707.11,12329.35,14423.13
2017-07-09,-0.076416326,0.413730687,-1.53971668,0.8,134.884,0.203,2.774315325,11.19,12.97,-0.096815567,2.365510934,0.352634116,9.469612768,2.996117794,-2.419460616,-0.434530707,58.94,1.531734196,-22626.01,8113.96,15970.75
2017-07-16,2.235554633,3.44209394,-2.473535113,-6.4,129.519,0.084,-0.07229893,9.51,10.43,-0.692602941,2.337726934,0.224912895,9.330027011,3.076587096,-0.192973321,1.912568306,54.52,1.804618961,-20043.42,21242.4,6043.35
2017-07-23,3.004288237,3.716237994,1.146607268,-4,107.342,0.111,-1.799183387,9.36,9.82,-0.628585067,2.465923172,0.397813544,8.318050825,2.598807439,0.500442464,2.584704743,57.07,2.167629021,-9687.48,13337.09,-2141.16
2017-07-30,0.384649154,0.760200154,-2.404938419,-1.4,120.629,0.155,-1.919345535,10.29,12.93,-0.017832693,2.863834333,0.395820071,5.668580111,1.711966656,-2.438305185,-0.038569087,56.14,2.632948389,12968.16,-2775.38,-6074.06
2017-08-06,0.654657607,0.901306895,-3.343025446,0.9,118.193,0.141,-2.544355118,10.03,12.78,-0.256398094,1.925029444,0.534449258,5.640442817,1.786301082,-1.119784935,0.116380564,52.63,2.409462876,24243.4,-14029.53,-9798.74
2017-08-13,-3.931037053,-4.610051993,-3.939704331,1.2,115.082,0.453,0.912331475,15.51,18.96,1.521117792,1.737545565,1.010917739,5.764210526,2.263146605,-5.555896555,-4.758713137,47.5,2.109835886,38928.06,-32494.01,-10548.45
2017-08-20,-3.74235733,-4.16420647,-4.880283772,4.3,118.396,0.43,2.058371186,14.26,13.1,0.419494435,1.406860967,1.087167876,5.870965027,2.943855527,-5.074641972,-4.727753138,48.51,1.371834565,35147.4,-34193.72,-4319.53
2017-08-27,-0.936280451,-0.92955146,-0.410444904,5.7,114.822,0.306,0.55427828,11.28,12.18,0.1885097,0.647094068,0.859261432,5.927607517,2.35556256,-1.476826231,-1.7073406,49.32,0.478560291,19019.16,-16416,-7407.54
2017-09-03,-1.576321777,-1.812033433,3.181208891,11,115.064,0.23,-0.186674963,10.13,13.36,0.067493892,0.713232657,0.999078833,5.735201841,2.348517564,-2.336038146,-2.489586361,47.77,0.595572966,12603.51,-13446.94,-3547.76
2017-09-10,1.035043174,1.555893235,4.129929656,11.2,100.377,0.37,-1.426947626,12.12,14.99,1.268895774,0.704645886,0.199903259,5.16338239,1.655903799,0.53292317,0.854529004,40.22,0.124618356,9255.48,-9094.1,-5118.74
2017-09-17,1.174540042,1.718603068,4.307156841,8.9,116.682,0.238,-0.84283937,10.17,11.12,-0.012030681,1.025600254,0.318026186,5.338638813,1.703531002,0.431811155,0.891442155,42.03,0.397531702,16180.64,-11813.99,-7392.55
2017-09-24,0.428839904,1.767295395,-0.202992603,18.4,122.08,0.286,0.731123715,9.59,12.32,-0.07157531,1.087431043,0.345994124,5.208591491,1.786473472,-0.727795879,0.098135427,31.04,0.341138858,11293.26,-13159.35,-567.93
2017-10-01,1.560001527,2.758463838,-1.385217299,17.5,127.522,0.182,2.011844859,9.51,13.41,-0.18530465,1.357018516,0.230570887,5.263374147,1.846149849,0.138118589,1.311345122,32.88,0.75567968,15760.34,-16885.06,-2846.79
2017-10-08,2.16536105,2.875451322,-0.224671017,21.4,129.033,0.149,1.29415104,9.65,13.41,-0.171297596,1.66429475,0.616455913,4.443000447,1.923151823,0.769288785,1.654704944,32.88,0.951452417,13250.96,-20381.65,1893.14
2017-10-15,3.669213393,4.354617616,-1.224489796,26,120.062,0.169,-0.248285856,9.61,11.46,-0.738018279,1.928071142,0.775500986,4.916970433,2.26224192,1.54677481,2.945218928,33.65,1.221674197,-5469.63,1417.69,-1395.86
2017-10-22,4.22110679,3.845789524,3.69828184,21.5,127.896,0.139,-0.465402719,9.97,11.93,-0.587179257,1.515448942,0.961522069,4.232676261,2.357978974,2.742849836,3.235294118,35.77,1.825277632,-4939.01,1844.18,-4145.23
2017-10-29,4.266497388,4.097764568,5.690695751,32,130.348,0.127,-1.318270708,9.8,12.21,-0.429311411,1.69015184,0.862758105,4.062312762,2.319833324,2.615287564,3.324181212,38.02,2.316163118,-18092.81,13781.22,-1267.98
2017-11-05,6.828233388,7.13314573,7.4002022,31.9,115.816,0.175,-2.467665525,9.14,13.09,-1.843564461,3.056344053,0.973577952,5.602263219,2.36834629,2.982026581,5.246126692,39.95,3.961040295,-32896.06,30010.32,-1267.08
2017-11-12,2.802774881,2.630212311,8.703323882,28.1,117.309,0.325,-1.05939147,11.29,11.11,-0.686505266,2.327825818,0.998279121,5.525697679,2.249446735,0.321997219,1.73564753,41.84,3.538327336,-27598.55,14625.86,8190.09
2017-11-19,1.785470408,1.608440512,15.29088342,31.3,107.737,0.337,-2.988438693,11.43,11.29,-0.5618994,2.730401825,1.242380237,5.593099062,2.515142577,-1.034039287,0.750237417,41.81,3.186958537,-30336.02,20186.77,6644.89
2017-11-26,1.910575456,1.88621936,14.8948505,34,107.063,0.226,-3.990834616,9.67,11.49,-1.00705149,2.130354675,1.460761788,5.595904274,2.930044179,-0.490763027,0.920565626,45.95,2.549041933,-22427.11,20827.29,-2246.14
2017-12-03,-3.227559354,-4.1466222,12.34721093,28.6,109.544,0.297,-2.46096661,11.43,13.26,-0.171599808,1.184771535,1.624785548,6.096692515,3.002535854,-4.122887163,-4.127457374,43.3,1.6698511,-4686.04,-3160.07,1124.77
2017-12-10,-3.104661908,-3.357542565,3.22840217,32.5,109.715,0.231,-2.192499485,9.58,13.04,-0.673388507,1.39208511,1.121958571,6.246046806,3.190362269,-4.553933369,-4.086989126,37.43,1.384537412,11592.87,-11059.33,-7686.33
2017-12-17,-2.048942577,-2.378957448,-0.519430302,33.1,103.075,0.26,-0.755318664,9.42,11.06,-1.470176863,1.788201634,1.19544505,6.390178642,3.411778241,-4.099726475,-3.572438496,40.3,1.420834535,31652.67,-21483.96,-17301.9
2017-12-24,-4.079266447,-4.242189363,-3.978605848,33.6,115.12,0.242,-0.514176718,9.9,11.92,-0.827009921,1.928064043,0.935721112,6.474029288,3.534957465,-6.065841553,-5.313146511,35.53,1.154999118,50310.43,-32161.55,-28336.8
2017-12-31,-0.319946999,-0.012316029,1.36092421,29.6,101.695,0.311,-1.747086655,11.04,12.06,-0.247278343,1.364805907,0.841194969,6.104844061,3.630047284,-2.053170177,-1.273080661,41.99,0.44195458,47394.42,-15563.85,-38050.01
2018-01-07,1.36038961,1.321300973,11.28538021,30.7,107.244,0.148,-2.731350114,9.22,11.92,-1.049340558,1.503199881,1.455611307,6.077691799,4.050984405,-0.068784051,0.488663018,43.47,0.625196794,28328.9,2897.3,-38219.03
2018-01-14,0.578146466,0.150200779,13.11575238,33.3,110.337,0.185,-2.236380662,10.16,11,-0.196538659,1.23159997,1.504363519,5.663218036,4.159707746,-0.251341398,0.029325513,46.17,0.552743353,12821.08,9366.06,-29824.42
2018-01-21,3.266490203,2.587092556,15.6056227,31.7,122.476,0.32,-1.273560876,11.27,12.67,0.743593633,0.803834808,1.488955303,5.727655954,4.075834586,2.913865944,2.512662628,48.79,0.691478544,-10654.44,19270.39,-13620.77
2018-01-28,4.347332715,3.276467328,14.3658726,24.1,123.568,0.352,-0.317594154,11.08,12.52,1.823758497,0.625390869,1.3893391,4.993858437,4.171075652,4.194629017,3.543655872,62.1,1.521647263,-6652.62,24207.22,-24481.31
